QUERY_TERM	PMID	JOURNAL_TITLE	YEAR	PMCID	DOI	PMC_CITATION_COUNT	INDRA_STATEMENT_COUNT	MESH_TERMS
LZTR1	32281771	Clin. Orthop. Relat. Res.	2020		10.1097/CORR.0000000000001239	0	0	Humans|Female|Schwannomatosis|Germ-Line Mutation|Neurofibromatoses|Neurilemmoma|Skin Neoplasms|SMARCB1 protein, human|SMARCB1 Protein|Neurofibromatosis 2|Genotype|Mutation|DNA-Binding Proteins|Transcription Factors|Chromosomal Proteins, Non-Histone|Genetic Predisposition to Disease|Pedigree
LZTR1	32271143	Clin. Neuropathol.	2020		10.5414/NP301245	1	0	Humans|Neurofibromatosis 2|Nerve Sheath Neoplasms|Cranial Nerve Neoplasms|Soft Tissue Neoplasms|Mutation|Biomarkers, Tumor
LZTR1	32175818	Circ. Res.	2020		10.1161/CIRCRESAHA.119.315730	1	0	Humans|Noonan Syndrome|Hemorrhage
LZTR1	31983691	No Shinkei Geka	2020		10.11477/mf.1436204137	0	0	Humans|Male|Adult|Middle Aged|Aged|Schwannomatosis|Neurofibromatoses|Neurilemmoma|Skin Neoplasms|SMARCB1 protein, human|SMARCB1 Protein|Neuroma, Acoustic|Transcription Factors|Mutation|Germ-Line Mutation|Spinal Cord Neoplasms|Exons|Brain Neoplasms|Spinal Neoplasms|Intercostal Nerves|Japan
piezo1	32640190	Cell	2020		10.1016/j.cell.2020.06.022	0	0	Mice|Animals|Serotonin|RNA|Gastrointestinal Microbiome|Enterochromaffin Cells|Colon|Colitis|Intestinal Mucosa|Gastrointestinal Tract|Germ-Free Life|Gastrointestinal Motility|Microbiota|Biochemical Phenomena|Peristalsis|Diagnostic Tests, Routine|Ribonucleases|Piezo1 protein, mouse|Ion Channels
piezo1	32636802	Front Endocrinol (Lausanne)	2020	PMC7318866	10.3389/fendo.2020.00356	0	0	
piezo1	32599305	J Vasc Surg Venous Lymphat Disord	2020		10.1016/j.jvsv.2020.06.009	0	0	Humans|Infant|Arm|Lymphedema, Hereditary, II|Lymphedema|Lymphatic Vessels|Lymphatic System|Axilla|Lymph Node Excision
piezo1	32582958	J. Gen. Physiol.	2020		10.1085/jgp.201912515	0	0	Humans|Cholesterol|PIEZO1 protein, human|Ion Channels|Cell Membrane|Mechanotransduction, Cellular|HEK293 Cells|Cyclodextrins|Fatty Acids, Unsaturated|Biological Phenomena|Homeostasis|Erythrocyte Volume|Mechanical Phenomena
piezo1	32581839	Front Physiol	2020	PMC7297144	10.3389/fphys.2020.00544	0	0	Humans|Erythrocyte Membrane|Erythrocyte Deformability|Erythrocyte Volume|Erythrocytes|Hematologic Diseases|Models, Theoretical|Models, Biological|Membrane Proteins
piezo1	32579474	Am. J. Physiol., Cell Physiol.	2020		10.1152/ajpcell.00210.2020	0	0	Humans|Erythrocytes|Erythrocyte Deformability|Nitric Oxide|Protein Processing, Post-Translational|Second Messenger Systems
piezo1	32547190	Cancer Manag Res	2020	PMC7244349	10.2147/CMAR.S251776	0	0	Adult|Humans|Male|Up-Regulation|Prognosis|Glioma|Transcriptional Activation|Brain Neoplasms|Gene Expression Regulation, Neoplastic|Cell Proliferation|Cell Movement|Biomarkers, Tumor|Cell Line, Tumor|PIEZO1 protein, human|Ion Channels
piezo1	32526681	Int. Immunopharmacol.	2020		10.1016/j.intimp.2020.106681	0	0	Inflammasomes|Nucleus Pulposus|NLR Family, Pyrin Domain-Containing 3 Protein|Intervertebral Disc Degeneration|Interleukin-1beta|Inflammation|Ion Channels|Signal Transduction
piezo1	32523536	Front Pharmacol	2020	PMC7261832	10.3389/fphar.2020.00768	0	0	Humans|tubeimoside I|Saponins|Triterpenes|Ion Channels|Mechanotransduction, Cellular|PIEZO1 protein, human
piezo1	32499717	Front Physiol	2020	PMC7243936	10.3389/fphys.2020.00457	0	0	Humans|potassium channel protein TREK-1|Potassium Channels, Tandem Pore Domain|Myocytes, Cardiac|Biophysical Phenomena|Lectins|Ion Transport|Signal Transduction
SETBP1	32573691	Blood	2020		10.1182/blood.2019004229	0	0	Adult|Middle Aged|Male|Humans|Female|Myelodysplastic-Myeloproliferative Diseases|Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative|Leukemia, Myelomonocytic, Chronic|Myelodysplastic Syndromes|Mutation|Thrombocytosis|SETBP1 protein, human|Nuclear Proteins|Genes, Regulator|Carrier Proteins|JAK2 protein, human|Janus Kinase 2|Genetic Association Studies|Cohort Studies
SETBP1	32560455	Cancers (Basel)	2020		10.3390/cancers12061603	0	0	Humans|Female|Animals|Lymphoma, Large-Cell, Anaplastic|Breast Implants|Heterografts|JAK1 protein, human|Janus Kinase 1|Breast Implantation|Genes, sis|Genes, Regulator|Mutation|Receptor Protein-Tyrosine Kinases|SETBP1 protein, human|Nuclear Proteins|Lymphoma, T-Cell, Peripheral|Disease Models, Animal|Janus Kinase Inhibitors
SETBP1	32536134	Zhonghua Xue Ye Xue Za Zhi	2020		10.3760/cma.j.issn.0253-2727.2020.05.004	0	0	
SETBP1	32461631	Leukemia	2020		10.1038/s41375-020-0872-3	0	0	Adult|Middle Aged|Humans|Leukemia, Myeloid, Acute|Mutation|SETBP1 protein, human|Nuclear Proteins|Prognosis|Hematopoietic Stem Cell Transplantation|Risk Factors|Genes, Regulator|Disease-Free Survival|Cohort Studies
SETBP1	32460983	Best Pract Res Clin Haematol	2020		10.1016/j.beha.2020.101171	0	0	Adult|Child|Humans|Child, Preschool|Female|Leukemia, Myelomonocytic, Juvenile|PTPN11 protein, human|Protein Tyrosine Phosphatase, Non-Receptor Type 11|Mutation|Genes, Regulator|JAK3 protein, human|Janus Kinase 3|SETBP1 protein, human|Nuclear Proteins|Carrier Proteins|Syndrome|Hematopoietic Stem Cell Transplantation|Leukemia, Myelomonocytic, Chronic|Genes, ras|Epigenomics
SETBP1	32460883	Ital J Pediatr	2020	PMC7254667	10.1186/s13052-020-00839-y	0	0	Infant, Newborn|Humans|Child|Infant|Male|Female|Schinzel-Giedion syndrome|Intellectual Disability|Whole Exome Sequencing|Critical Illness|Hand Deformities, Congenital|Nails, Malformed|Craniofacial Abnormalities|Abnormalities, Multiple|SETBP1 protein, human|Carrier Proteins|Nuclear Proteins|Genes, Regulator|Heterozygote|Mutation|Exons|Databases, Genetic|Syndrome
SETBP1	32457837	Front Oncol	2020	PMC7225304	10.3389/fonc.2020.00640	0	0	Humans|Male|Middle Aged|Female|Aged, 80 and over|Leukemia, Lymphocytic, Chronic, B-Cell|Splenic Neoplasms|DNA excision repair protein ERCC-5|Nuclear Proteins|Lymphoma, B-Cell, Marginal Zone|Genes, Regulator|SETBP1 protein, human|Transcription Factors|Spleen|Prognosis|Biomarkers, Tumor|Mutation|DNA-Binding Proteins|Endonucleases|USP24 protein, human|Ubiquitin Thiolesterase
SETBP1	32445275	Am. J. Med. Genet. A	2020		10.1002/ajmg.a.61630	0	0	Humans|Male|Schinzel-Giedion syndrome|Intellectual Disability|Hand Deformities, Congenital|Nails, Malformed|Craniofacial Abnormalities|Abnormalities, Multiple|SETBP1 protein, human|Carrier Proteins|Nuclear Proteins|Genes, Regulator|Phenotype|Face|Heterozygote|Mutation|Exons
SETBP1	32345733	Neurology	2020		10.1212/WNL.0000000000009441	0	0	Child|Humans|Female|Speech|Speech Disorders|Apraxias|Communication|Genetic Testing|Neurobiology|Genetic Association Studies
SETBP1	32324324	New Dir Child Adolesc Dev	2020		10.1002/cad.20331	0	0	Child|Humans|Child, Preschool|Male|Female|Adolescent|Word Processing|Genome-Wide Association Study|Language|Language Development Disorders|Child Language|Electroencephalography|Brain|Genes, Regulator|Polymorphism, Single Nucleotide|SETBP1 protein, human|Nuclear Proteins
NCOA4	32608971	Biochemistry	2020		10.1021/acs.biochem.0c00246	0	0	Humans|Ferritins|Kinetics|Iron|Nuclear Receptor Coactivators|Lysosomes|Phagosomes|Autophagy|Transcription Factors|Erythropoiesis|Autophagosomes|Homeostasis|Thermodynamics|Apoferritins|NCOA4 protein, human
NCOA4	32606852	Diabetes Metab Syndr Obes	2020	PMC7294720	10.2147/DMSO.S249382	0	0	Animals|Ferroptosis|Hypoglycemic Agents|Morus|Blood Glucose|Diabetes Mellitus, Experimental|Homeostasis|Plant Extracts|Fruit|Inhibition, Psychological
NCOA4	32283200	Food Chem. Toxicol.	2020		10.1016/j.fct.2020.111329	0	0	Mice|Male|Animals|Diet, High-Fat|Insulin Resistance|Endoplasmic Reticulum Stress|Glycogen Synthase Kinase 3|Liver|Fatty Liver|Hep G2 Cells|Signal Transduction|Mice, Inbred C57BL|Diet, Fat-Restricted|NcoA4 protein, mouse|Nuclear Receptor Coactivators
NCOA4	32256964	Oxid Med Cell Longev	2020	PMC7091554	10.1155/2020/9762390	0	0	Humans|Epithelial-Mesenchymal Transition|Tumor Suppressor Protein p53|Reactive Oxygen Species|di-n-propyldithiocarbamate|Ditiocarb|Ferritins|Epithelial Cells|Cell Line, Tumor|Lysosomes|Cell Movement|Hep G2 Cells|Epithelium|Stomach Neoplasms
NCOA4	32186434	Autophagy	2020		10.1080/15548627.2020.1739447	1	0	Animals|Humans|DNA, Mitochondrial|Mitochondria|Autophagic Cell Death|Autophagy|Apoptosis|Cell Death|Ferritins|Iron|Lipid Peroxidation|Reactive Oxygen Species|Ferroptosis|Pancreatic Neoplasms|Precipitating Factors|Zalcitabine
NCOA4	32162306	J. Pathol.	2020		10.1002/path.5418	0	0	Humans|Colorectal Neoplasms|Adenoma|Colonic Polyps|Adenomatous Polyps|Colonic Neoplasms|Mutation|Carcinogenesis|Carcinoma|Protein-Tyrosine Kinases|Ireland|United Kingdom
NCOA4	32107334	Haematologica	2020		10.3324/haematol.2019.241232	0	0	Mice|Animals|Erythropoiesis|Mice, Inbred C57BL|Ferritins|Iron|Macrophages|Anemia|Nuclear Receptor Coactivators|Transcription Factors|Lysosomes|Autophagy|Spleen|Leukocyte Count|Anemia, Iron-Deficiency|NcoA4 protein, mouse
NCOA4	31880208	Autophagy	2019		10.1080/15548627.2019.1709764	1	0	Mice|Animals|Ameloblasts|Incisor|Iron|Amelogenesis|Aging|Body Weights and Measures|Bodily Secretions|Atg7 protein, mouse|Autophagy-Related Protein 7
NCOA4	31715421	Cancer Treat. Rev.	2019		10.1016/j.ctrv.2019.101911	4	0	Humans|Middle Aged|Female|Carcinoma, Non-Small-Cell Lung|Lung Neoplasms|cabozantinib|Pyridines|Protein Kinase Inhibitors|Proto-Oncogene Proteins c-ret|regorafenib|Adenocarcinoma|Anilides|Phenylurea Compounds|Thyroid Cancer, Papillary|Mutation|ponatinib|Pyridazines|Thyroid Neoplasms|N-(4-bromo-2-fluorophenyl)-6-methoxy-7-((1-methylpiperidin-4-yl)methoxy)quinazolin-4-amine|Piperidines|Small Cell Lung Carcinoma
NCOA4	31697865	APMIS	2019		10.1111/apm.13009	1	0	Adult|Humans|Carcinoma, Intraductal, Noninfiltrating|Neoplasm Recurrence, Local|Salivary Glands|Salivary Gland Neoplasms|Biomarkers, Tumor|In Situ Hybridization, Fluorescence|Proto-Oncogene Proteins c-ret|Oxyphil Cells|MAML3 protein, human|DNA-Binding Proteins|Nuclear Proteins|Transcription Factors
ELF5	32284542	Nat. Cell Biol.	2020		10.1038/s41556-020-0495-y	0	0	Humans|Female|FBXW7 protein, human|F-Box-WD Repeat-Containing Protein 7|Triple Negative Breast Neoplasms|Biological Phenomena|Neoplastic Processes|Carrier Proteins|Cell Proliferation|Cell Line, Tumor|Signal Transduction|Lung Neoplasms|Transcription Factors|Ubiquitin|Interferons|Tumor Microenvironment|ELF5 protein, human|Proto-Oncogene Proteins c-ets
ELF5	32269277	Sci Rep	2020	PMC7142143	10.1038/s41598-020-63023-6	0	0	Animals|Goats|Gene Expression Profiling|Hair Follicle|Skin|Transcriptome|Gene Regulatory Networks|Metabolic Networks and Pathways|Organogenesis|Domestication
ELF5	32213656	Reproduction	2020	PMC7241298	10.1530/REP-20-0108	0	0	Pregnancy|Mice|Female|Animals|Milk|SCRIB protein, human|Tumor Suppressor Proteins|Membrane Proteins|Organogenesis|Mammary Glands, Animal|Transcription Factors|Epithelial Cells|Epithelium|JAK2 protein, human|Janus Kinase 2|Cell Differentiation|Receptors, Progesterone|Signal Transduction|Down-Regulation|Gene Expression Regulation|scribble protein, mouse|Intracellular Signaling Peptides and Proteins
ELF5	32196521	PLoS ONE	2020	PMC7083332	10.1371/journal.pone.0230313	0	0	Adult|Female|Humans|Neoadjuvant Therapy|taxane|Taxoids|Bridged-Ring Compounds|Prognosis|Antineoplastic Combined Chemotherapy Protocols|Biomarkers|ROC Curve|Rare Diseases|Cohort Studies
ELF5	32096174	Eur Rev Med Pharmacol Sci	2020		10.26355/eurrev_202002_20154	0	0	Humans|Female|Epithelial-Mesenchymal Transition|Carcinoma, Ovarian Epithelial|Ovarian Neoplasms|CDH1 protein, human|Cadherins|Snail Family Transcription Factors|WWOX protein, human|WW Domain-Containing Oxidoreductase|Neoplasm Invasiveness|Transcription Factors|Gene Expression Regulation, Neoplastic|Cell Line, Tumor|Cell Movement|Antigens, CD|Tumor Suppressor Proteins|Up-Regulation|ELF5 protein, human|Proto-Oncogene Proteins c-ets
ELF5	32056544	Placenta	2020		10.1016/j.placenta.2019.12.017	0	0	Animals|Trophoblasts|Embryonic Stem Cells|Cell Lineage|Blastocyst|Cell Differentiation|Zygote|Epigenesis, Genetic
ELF5	31993168	Food Sci Nutr	2020	PMC6977417	10.1002/fsn3.1326	0	0	Camellia
ELF5	31966058	Oncol Lett	2020	PMC6956397	10.3892/ol.2019.11213	0	0	Female|Humans|Middle Aged|Carcinoma, Ovarian Epithelial|Ovarian Neoplasms|Epithelial-Mesenchymal Transition|Snail Family Transcription Factors|WWOX protein, human|WW Domain-Containing Oxidoreductase|Cadherins|Vimentin|Prognosis|Transcription Factors|Lymphatic Metastasis|Tumor Suppressor Proteins|ELF5 protein, human|Proto-Oncogene Proteins c-ets
ELF5	31895944	PLoS Genet.	2020	PMC6959601	10.1371/journal.pgen.1008531	0	0	Humans|Female|Receptors, Estrogen|Hepatocyte Nuclear Factor 3-alpha|Estrogens|Estrogen Receptor alpha|Cell Line, Tumor|Gene Expression Regulation, Neoplastic|Drug Resistance, Neoplasm|Rare Diseases|ELF5 protein, human|Proto-Oncogene Proteins c-ets
ELF5	31861377	Cancers (Basel)	2019	PMC7017076	10.3390/cancers12010006	2	0	Humans|Middle Aged|Male|Female|Aged, 80 and over|Carcinoma, Renal Cell|Kidney Neoplasms|Prognosis|Gene Expression Profiling|Biomarkers, Tumor|Gene Expression Regulation, Neoplastic|Genome|Muscle Hypertonia|Kaplan-Meier Estimate|Nephrons|Research
TMC1	32493795	Sci Transl Med	2020		10.1126/scitranslmed.aay9101	0	0	Mice|Animals|Humans|Hearing|Sensation|Disease Models, Animal|Gene Editing|CRISPR-Cas Systems|Point Mutation|Mutation|Genetic Therapy|Alleles
TMC1	32371604	J. Neurosci.	2020	PMC7275854	10.1523/JNEUROSCI.0163-20.2020	0	0	Animals|Stereocilia|Hair Cells, Auditory|Mechanotransduction, Cellular|Membrane Proteins|Zebrafish|Mutation
TMC1	32343945	Neuron	2020		10.1016/j.neuron.2020.03.033	0	0	Animals|Humans|Mechanotransduction, Cellular|Hair Cells, Auditory|Mammals|Membrane Proteins|Mutation|Biophysical Phenomena|Calcium
TMC1	32325031	Neuron	2020		10.1016/j.neuron.2020.03.026	0	0	Animals|ANK2 protein, human|Ankyrins|Mechanotransduction, Cellular|Cytoplasm|Mechanoreceptors|Caenorhabditis elegans|Drosophila Proteins|Transient Receptor Potential Channels|Touch|Neurons|Touch Perception|Hearing|TMC-1 protein, C elegans|Ion Channels
TMC1	32225107	Int J Mol Sci	2020	PMC7177576	10.3390/ijms21072300	0	0	Humans|RNA Splicing|Exons|RNA Splice Sites|Introns|RNA Precursors|Problem Solving|Mutation|Recognition, Psychology
TMC1	32219816	Zhonghua Yi Xue Yi Chuan Xue Za Zhi	2020		10.3760/cma.j.issn.1003-9406.2020.04.003	0	0	Humans|Pedigree|High-Throughput Nucleotide Sequencing|Deafness|Sequence Analysis, DNA|Genetic Variation|Mutation|Genetic Predisposition to Disease|Connexins|China
TMC1	32167554	Hum. Mol. Genet.	2020		10.1093/hmg/ddaa045	1	0	Humans|Mice|Animals|Zebrafish|Mechanotransduction, Cellular|TYRP1 protein, human|Membrane Glycoproteins|Hearing|Hair Cells, Auditory|Stereocilia|Hearing Tests|Lateral Line System|Deafness|Membrane Proteins|Hearing Loss, Sensorineural|IgA receptor|Mutation|TMC1 protein, human|TMC1 protein, mouse
TMC1	32152768	J. Assoc. Res. Otolaryngol.	2020	PMC7270392	10.1007/s10162-020-00746-3	0	0	Mice|Animals|Animals, Newborn|gentamicin B|Gentamicins|Hair Cells, Auditory, Inner|Hair Cells, Auditory|Mechanotransduction, Cellular|Aminoglycosides|Ion Channels|Anti-Bacterial Agents|Sensation|Membrane Proteins|Hair|Mutation|Piezo2 protein, mouse
TMC1	32048492	Harefuah	2020			0	0	Humans|Male|Female|Deafness|Hearing Loss, Sensorineural|DFNA3 protein, human|Connexins|Connexin 26|Cochlear Implants|Jews|Mutation|Cochlear Implantation|Judaism|Israel
TMC1	32009898	Front Mol Neurosci	2020	PMC6974483	10.3389/fnmol.2019.00320	0	0	Mice|Animals|Mechanotransduction, Cellular|Stereocilia|Hair Cells, Auditory|Hair Cells, Auditory, Inner|Zebrafish|Membrane Proteins|Vestibule, Labyrinth|Pcdh15 protein, mouse|Protein Precursors|Cadherins|PCDH15 protein, zebrafish|Zebrafish Proteins
Pl15	31624143	J. Biol. Chem.	2019	PMC6885643	10.1074/jbc.RA119.010716	0	0	poly(beta-D-mannuronate) lyase|Polysaccharide-Lyases|Hexuronic Acids|Alginates|Uronic Acids|Substrate Specificity|Glucuronic Acid|Cloning, Molecular|Hydrogen-Ion Concentration|Seaweed|Amino Acid Sequence|Databases, Genetic|Bacterial Proteins
Pl15	31448186	3 Biotech	2019	PMC6691017	10.1007/s13205-019-1857-7	0	0	Animals|DNA polymerase zeta|Catalytic Domain|DNA-Directed DNA Polymerase|Saccharomyces cerevisiae Proteins|Palaemonidae
Pl15	31426338	Int J Mol Sci	2019	PMC6720513	10.3390/ijms20163995	0	0	Animals|Palaemonidae|Protein Isoforms|SMN Complex Proteins|Phylogeny|Genetic Variation
Pl15	28194945	Anal. Chem.	2017		10.1021/acs.analchem.6b04202	1	0	Petroleum|Gas Chromatography-Mass Spectrometry|Hydrocarbons|Hydrocarbons, Aromatic|Chromatography, Liquid|Chemical Fractionation|Sulfur|Nitrogen|naphthenic acid|Carboxylic Acids|Alaska
Pl15	28094156	Waste Manag	2017		10.1016/j.wasman.2016.12.032	0	0	Water Pollutants, Chemical|Heavy Metal Poisoning|Metals, Heavy|Charcoal|Chromium|Refuse Disposal|Ultrafiltration|Bioreactors|Soil Pollutants|Trace Elements|Nitrogen|Nickel
Pl15	27837974	J. Dairy Sci.	2016		10.3168/jds.2016-11479	4	0	Cattle|Animals|Female|Male|Genotype|Genome|Breeding|Genomics|Phenotype|Pedigree|Milk|Quantitative Trait, Heritable|Models, Genetic|Polymorphism, Single Nucleotide|Records|England|Guernsey
Pl15	27179857	J. Dairy Sci.	2016		10.3168/jds.2015-10445	2	0	Cattle|Animals|Female|Male|United States|United Kingdom|Guernsey|Reproducibility of Results|Canada|Genome|Breeding|Genomics|Genotype|Phenotype|Models, Genetic|Haplotypes|Polymorphism, Single Nucleotide|North America|Mammary Glands, Animal|Fertility
Pl15	26931652	Methods	2016	PMC4854231	10.1016/j.ymeth.2016.02.017	34	0	Cryoelectron Microscopy|Macromolecular Substances|Negative Staining|Molecular Biology|Microscopy, Electron, Transmission|Image Processing, Computer-Assisted|Software|Specimen Handling|Eukaryotic Cells|Diagnostic Tests, Routine
Pl15	26365535	Nat Commun	2015	PMC4579568	10.1038/ncomms9179	26	3	Cytoplasmic Dyneins|Cryoelectron Microscopy|Dictyostelium|Microtubules|Dyneins|Kinesin|Protein Conformation|Saccharomyces cerevisiae|Cytoplasm|Models, Molecular|Myosins|Adenosine Triphosphate|Protein Binding
Pl15	23577162	PLoS ONE	2013	PMC3618293	10.1371/journal.pone.0060802	18	0	Animals|Penaeidae|Intestines|Bacteria|Aquaculture|Gammaproteobacteria|Phylogeny|Sequence Analysis, DNA|Morphogenesis|Real-Time Polymerase Chain Reaction
FUBP1	32555178	Cell Death Dis	2020	PMC7303217	10.1038/s41419-020-2674-y	0	0	Humans|Mice|Female|Animals|Apoptosis|Endometrial Neoplasms|RNA, Long Noncoding|Neoplastic Processes|Disease Progression|Cell Proliferation|Endometrium|Neoplasm Invasiveness|Gene Expression Regulation, Neoplastic|MicroRNAs|Cell Nucleus|Down-Regulation|Cell Movement|Biological Phenomena|FUBP1 protein, human|DNA-Binding Proteins|RNA-Binding Proteins
FUBP1	32481602	Cells	2020		10.3390/cells9061347	0	0	Humans|Cell Survival|DNA Helicases|Cell Division|RNA-Binding Proteins|Proto-Oncogene Proteins c-myc|Carcinogenesis|Cell Proliferation|Gene Expression Regulation, Neoplastic|Oncogenes|Cell Line, Tumor|Down-Regulation|Biomarkers, Tumor|FUBP1 protein, human|DNA-Binding Proteins
FUBP1	32433053	Chin. Med. J.	2020	PMC7249703	10.1097/CM9.0000000000000758	0	0	Humans|RNA, Long Noncoding|MicroRNAs|Up-Regulation|RNA, Small Nucleolar|FUBP1 protein, human|RNA-Binding Proteins|DNA-Binding Proteins|Pancreatic Neoplasms|Transcriptional Activation|Gene Expression Regulation, Neoplastic|Cell Proliferation|Cell Movement|Cell Line, Tumor|MIRN26A microRNA, human
FUBP1	32339054	Int. J. Biol. Markers	2020		10.1177/1724600820912252	0	0	Humans|Up-Regulation|FUBP1 protein, human|RNA-Binding Proteins|Transcriptional Activation|Prognosis|Tongue Neoplasms|Squamous Cell Carcinoma of Head and Neck|Proto-Oncogene Proteins c-myc|DNA Helicases|Gene Expression Regulation, Neoplastic|Cell Proliferation|Cell Line, Tumor|Biomarkers, Tumor|Head and Neck Neoplasms
FUBP1	31870915	J. Am. Acad. Dermatol.	2019		10.1016/j.jaad.2019.12.026	0	0	Humans|Carcinoma, Basal Cell|Skin Neoplasms
FUBP1	31587040	Carcinogenesis	2019		10.1093/carcin/bgz171	0	11	Humans|Carcinoma, Hepatocellular|Liver Neoplasms|FUBP1 protein, human|RNA-Binding Proteins|DNA-Binding Proteins|Neoplastic Processes|Epithelial-Mesenchymal Transition|Neoplasm Invasiveness|Gene Expression Regulation, Neoplastic|Hep G2 Cells|Cell Movement|Signal Transduction|Cell Line, Tumor|Transforming Growth Factor beta1|Up-Regulation|Cell Proliferation|Disease Progression
FUBP1	31553912	Cell Rep	2019	PMC7297508	10.1016/j.celrep.2019.08.060	1	0	Humans|Alternative Splicing|Genes, Tumor Suppressor|Oncogenes|RNA-Binding Proteins|DNA Helicases|Proto-Oncogene Proteins c-myc|Cell Proliferation|Cell Line, Tumor|FUBP1 protein, human|DNA-Binding Proteins
FUBP1	31535751	Cell Biol. Int.	2019		10.1002/cbin.11242	0	3	Animals|Clustered Regularly Interspaced Short Palindromic Repeats|Down-Regulation|Period Circadian Proteins|Circadian Rhythm|Circadian Clocks|RNA, Messenger|Gene Expression Regulation|Mammals
FUBP1	31511046	J. Exp. Clin. Cancer Res.	2019	PMC6737630	10.1186/s13046-019-1414-6	1	2	Humans|Child|Glycolysis|Neoplasm Recurrence, Local|Neuroblastoma|FUBP1 protein, human|RNA-Binding Proteins|DNA-Binding Proteins|N-Myc Proto-Oncogene Protein|Nuclear Proteins|Gene Expression Regulation, Neoplastic|Biomarkers|Cell Line, Tumor|RNA, Messenger|Oncogenes|Cell Proliferation
FUBP1	31467227	Cancer Genomics Proteomics	2019	PMC6727075	10.21873/cgp.20138	0	0	Humans|Leukemia|5-Methylcytosine|Proto-Oncogene Proteins|Dioxygenases|DNA Methylation|Epigenesis, Genetic|DNA-Binding Proteins|Ascorbic Acid|Mutation|Vitamins|SLC23A2 protein, human|Sodium-Coupled Vitamin C Transporters
SIL1	32502168	PLoS ONE	2020	PMC7274380	10.1371/journal.pone.0234132	0	0	Humans|Mice|Animals|Insulin|Mice, Inbred C57BL|Insulin, Regular, Human|Insulin Secretion|Glucose Tolerance Test|Blood Glucose|Phenotype|Glucose Intolerance|Diabetes Mellitus, Type 2|Glucose|Quantitative Trait Loci|Genetic Linkage|Obesity|Genotype|TCERG1 protein, human|Transcriptional Elongation Factors|SLC25A46 protein, human|Mitochondrial Proteins
SIL1	31900673	Clin Oral Investig	2020		10.1007/s00784-019-03136-z	0	0	Humans|Ceramics|Resin Cements|Acid Etching, Dental|Materials Testing|Cementation|Computer-Aided Design|Surface Properties|Stress, Mechanical
SIL1	31834482	Plant Cell Rep.	2019		10.1007/s00299-019-02498-8	0	0	Zea mays|Retroelements|Dwarfism|Genes, Plant|Alleles|Seeds|Space Flight|Gene Expression Regulation, Plant|Plant Proteins|Phenotype|Exons
SIL1	31791191	Sci Prog	2019		10.1177/0036850419891046	0	6	Humans|Female|Cell Cycle|Apoptosis|Cell Proliferation|Cell Division|MCF-7 Cells|Cell Movement|Genes, cdc|Cell Line, Tumor|RNA, Small Interfering|Transcription Factors|CCND1 protein, human|Cyclin D1|Transfection|MAPK3 protein, human|Mitogen-Activated Protein Kinase 3|CDK6 protein, human|Cyclin-Dependent Kinase 6|Phosphorylation
SIL1	31701543	Neuropathol. Appl. Neurobiol.	2019		10.1111/nan.12588	0	2	Animals|Humans|Proteostasis Deficiencies|Endoplasmic Reticulum|Unfolded Protein Response|Spinocerebellar Degenerations|Endoplasmic Reticulum Stress|Guanine Nucleotide Exchange Factors|Protein Folding|Syndrome|Signal Transduction
SIL1	31531014	Neural Plast.	2019	PMC6720716	10.1155/2019/9653024	0	8	
SIL1	31258504	Front Neurol	2019	PMC6587064	10.3389/fneur.2019.00562	0	1	
SIL1	30468864	Neurobiol. Dis.	2018		10.1016/j.nbd.2018.11.019	0	1	Mice|Animals|Humans|Neuromuscular Junction|Vacuolar myopathy|Muscular Diseases|Spinocerebellar Degenerations|Myopathy, X-Linked, with Excessive Autophagy|Genes, Regulator|Fishes|Cerebellar Ataxia|Guanine Nucleotide Exchange Factors|Phenotype|Endoplasmic Reticulum|Molecular Chaperones|Heat-Shock Proteins|Mutation|Muscle, Skeletal|Genetic Diseases, X-Linked|Lysosomal Storage Diseases|SIL1 protein, human
tmco1	32214227	Eur. J. Hum. Genet.	2020		10.1038/s41431-020-0609-9	0	0	Humans|Male|Female|Middle Aged|Whole Exome Sequencing|Arabs|Exome|Genes, cdc|Mutation|Homozygote|Genetic Predisposition to Disease|Pedigree|Polymorphism, Single Nucleotide|Sequence Analysis, DNA|Nervous System Diseases|Inbreeding|Spastic paraplegia 11, autosomal recessive|Spastic Paraplegia, Hereditary|Genetic Association Studies|Israel|APTX protein, human|DNA-Binding Proteins
tmco1	31443641	Genet. Sel. Evol.	2019	PMC6708195	10.1186/s12711-019-0488-0	0	0	Swine|Animals|Glycogen|Genome-Wide Association Study|Meat|Muscles|Musculoskeletal System|Phenotype|Color|Hydrogen-Ion Concentration|Meat Products
tmco1	31102500	Am. J. Med. Genet. A	2019		10.1002/ajmg.a.61168	0	0	Adult|Humans|Male|Female|Intellectual Disability|Abnormalities, Multiple|Phenotype|Dysostoses|Mutation|Homozygote|Craniofacial Abnormalities|Musculoskeletal Abnormalities|Facies|Whole Exome Sequencing|Pedigree|Syndrome|Thoracic Diseases|Siblings|Israel
tmco1	30962442	Nat Commun	2019	PMC6453895	10.1038/s41467-019-09653-5	3	56	Membrane Proteins|Protein Domains
